Permissible Value	Label	URL
CL:0002410	pancreatic stellate cell	<http://purl.obolibrary.org/obo/CL_0002410>
CL:0000510	paneth cell	<http://purl.obolibrary.org/obo/CL_0000510>
CL:0009055	paneth cell of anorectum	<http://purl.obolibrary.org/obo/CL_0009055>
CL:0009009	paneth cell of colon	<http://purl.obolibrary.org/obo/CL_0009009>
CL:1000345	paneth cell of epithelium of crypt of Lieberkuhn of small intestine	<http://purl.obolibrary.org/obo/CL_1000345>
CL:1000343	paneth cell of epithelium of small intestine	<http://purl.obolibrary.org/obo/CL_1000343>
CL:1000344	paneth cell of epithelium proper of small intestine	<http://purl.obolibrary.org/obo/CL_1000344>
CL:0002624	paneth cell of the appendix	<http://purl.obolibrary.org/obo/CL_0002624>
CL:1000597	papillary tips cell	<http://purl.obolibrary.org/obo/CL_1000597>
CL:0000570	parafollicular cell	<http://purl.obolibrary.org/obo/CL_0000570>
CL:0000701	paraganglia type 2 cell	<http://purl.obolibrary.org/obo/CL_0000701>
CL:0000699	paraganglial type 1 cell	<http://purl.obolibrary.org/obo/CL_0000699>
CL:4023189	parasol ganglion cell of retina	<http://purl.obolibrary.org/obo/CL_4023189>
CL:0011102	parasympathetic neuron	<http://purl.obolibrary.org/obo/CL_0011102>
CL:1001593	parathyroid glandular cell	<http://purl.obolibrary.org/obo/CL_1001593>
CL:0011007	paraxial cell	<http://purl.obolibrary.org/obo/CL_0011007>
CL:0000162	parietal cell	<http://purl.obolibrary.org/obo/CL_0000162>
CL:1000452	parietal epithelial cell	<http://purl.obolibrary.org/obo/CL_1000452>
CL:1001505	parvocellular neurosecretory cell	<http://purl.obolibrary.org/obo/CL_1001505>
CL:4033014	peg cell	<http://purl.obolibrary.org/obo/CL_4033014>
CL:0000155	peptic cell	<http://purl.obolibrary.org/obo/CL_0000155>
CL:0000167	peptide hormone secreting cell	<http://purl.obolibrary.org/obo/CL_0000167>
CL:0000110	peptidergic neuron	<http://purl.obolibrary.org/obo/CL_0000110>
CL:0000742	periarticular chondrocyte	<http://purl.obolibrary.org/obo/CL_0000742>
CL:2000068	pericardium fibroblast	<http://purl.obolibrary.org/obo/CL_2000068>
CL:4033025	perichondrial fibroblast	<http://purl.obolibrary.org/obo/CL_4033025>
CL:0000669	pericyte	<http://purl.obolibrary.org/obo/CL_0000669>
CL:0000078	peridermal cell	<http://purl.obolibrary.org/obo/CL_0000078>
CL:1001435	periglomerular cell	<http://purl.obolibrary.org/obo/CL_1001435>
CL:0000688	perijunctional fibroblast	<http://purl.obolibrary.org/obo/CL_0000688>
CL:0002576	perineurial cell	<http://purl.obolibrary.org/obo/CL_0002576>
CL:0000516	perineuronal satellite cell	<http://purl.obolibrary.org/obo/CL_0000516>
CL:4030030	peripheral blood lymphocyte	<http://purl.obolibrary.org/obo/CL_4030030>
CL:0002318	peripheral blood mesothelial cell	<http://purl.obolibrary.org/obo/CL_0002318>
CL:2000001	peripheral blood mononuclear cell	<http://purl.obolibrary.org/obo/CL_2000001>
CL:0002246	peripheral blood stem cell	<http://purl.obolibrary.org/obo/CL_0002246>
CL:2000032	peripheral nervous system neuron	<http://purl.obolibrary.org/obo/CL_2000032>
CL:3000004	peripheral sensory neuron	<http://purl.obolibrary.org/obo/CL_3000004>
CL:0019026	periportal region hepatocyte	<http://purl.obolibrary.org/obo/CL_0019026>
CL:0002616	perirenal adipocyte	<http://purl.obolibrary.org/obo/CL_0002616>
CL:0002581	perirenal preadipocyte	<http://purl.obolibrary.org/obo/CL_0002581>
CL:0000581	peritoneal macrophage	<http://purl.obolibrary.org/obo/CL_0000581>
CL:1001033	peritubular capillary endothelial cell	<http://purl.obolibrary.org/obo/CL_1001033>
CL:0002481	peritubular myoid cell	<http://purl.obolibrary.org/obo/CL_0002481>
CL:4033054	perivascular cell	<http://purl.obolibrary.org/obo/CL_4033054>
CL:0000881	perivascular macrophage	<http://purl.obolibrary.org/obo/CL_0000881>
CL:0000234	phagocyte	<http://purl.obolibrary.org/obo/CL_0000234>
CL:0000518	phagocyte (sensu Vertebrata)	<http://purl.obolibrary.org/obo/CL_0000518>
CL:0002165	phalangeal cell	<http://purl.obolibrary.org/obo/CL_0002165>
CL:0000490	photopic photoreceptor cell	<http://purl.obolibrary.org/obo/CL_0000490>
CL:0000210	photoreceptor cell	<http://purl.obolibrary.org/obo/CL_0000210>
CL:4042010	pial interlaminar astrocyte	<http://purl.obolibrary.org/obo/CL_4042010>
CL:0000147	pigment cell	<http://purl.obolibrary.org/obo/CL_0000147>
CL:0000342	pigment cell (sensu Vertebrata)	<http://purl.obolibrary.org/obo/CL_0000342>
CL:0005004	pigment erythroblast	<http://purl.obolibrary.org/obo/CL_0005004>
CL:0002303	pigmented ciliary epithelial cell	<http://purl.obolibrary.org/obo/CL_0002303>
CL:0000529	pigmented epithelial cell	<http://purl.obolibrary.org/obo/CL_0000529>
CL:1000191	pillar cell	<http://purl.obolibrary.org/obo/CL_1000191>
CL:0000652	pinealocyte	<http://purl.obolibrary.org/obo/CL_0000652>
CL:0000116	pioneer neuron	<http://purl.obolibrary.org/obo/CL_0000116>
CL:0000645	pituicyte	<http://purl.obolibrary.org/obo/CL_0000645>
CL:4052016	pituitary gland capillary endothelial cell	<http://purl.obolibrary.org/obo/CL_4052016>
CL:2000004	pituitary gland cell	<http://purl.obolibrary.org/obo/CL_2000004>
CL:2000061	placental amniotic mesenchymal stromal cell	<http://purl.obolibrary.org/obo/CL_2000061>
CL:0002577	placental epithelial cell	<http://purl.obolibrary.org/obo/CL_0002577>
CL:0002359	placental hematopoietic stem cell	<http://purl.obolibrary.org/obo/CL_0002359>
CL:2000078	placental pericyte	<http://purl.obolibrary.org/obo/CL_2000078>
CL:4033087	placental resident macrophage	<http://purl.obolibrary.org/obo/CL_4033087>
CL:2000062	placental villus capillary endothelial cell	<http://purl.obolibrary.org/obo/CL_2000062>
CL:0000786	plasma cell	<http://purl.obolibrary.org/obo/CL_0000786>
CL:0009033	plasma cell of appendix	<http://purl.obolibrary.org/obo/CL_0009033>
CL:0009059	plasma cell of medullary sinus of lymph node	<http://purl.obolibrary.org/obo/CL_0009059>
CL:0000980	plasmablast	<http://purl.obolibrary.org/obo/CL_0000980>
CL:0000784	plasmacytoid dendritic cell	<http://purl.obolibrary.org/obo/CL_0000784>
CL:0001058	"plasmacytoid dendritic cell, human"	<http://purl.obolibrary.org/obo/CL_0001058>
CL:0000233	platelet	<http://purl.obolibrary.org/obo/CL_0000233>
CL:0002247	pleural macrophage	<http://purl.obolibrary.org/obo/CL_0002247>
CL:0002248	pluripotent stem cell	<http://purl.obolibrary.org/obo/CL_0002248>
CL:0000653	podocyte	<http://purl.obolibrary.org/obo/CL_0000653>
CL:0002090	polar body	<http://purl.obolibrary.org/obo/CL_0002090>
CL:0000301	pole cell	<http://purl.obolibrary.org/obo/CL_0000301>
CL:0000550	polychromatophilic erythroblast	<http://purl.obolibrary.org/obo/CL_0000550>
CL:0000102	polymodal neuron	<http://purl.obolibrary.org/obo/CL_0000102>
CL:0000567	polymodal nocireceptor	<http://purl.obolibrary.org/obo/CL_0000567>
CL:0000412	polyploid cell	<http://purl.obolibrary.org/obo/CL_0000412>
CL:0000416	polytene cell	<http://purl.obolibrary.org/obo/CL_0000416>
CL:0000425	pore cell	<http://purl.obolibrary.org/obo/CL_0000425>
CL:4047029	post-arteriole capillary cell	<http://purl.obolibrary.org/obo/CL_4047029>
CL:0000956	pre-B-I cell	<http://purl.obolibrary.org/obo/CL_0000956>
CL:0000955	pre-B-II cell	<http://purl.obolibrary.org/obo/CL_0000955>
CL:0002010	pre-conventional dendritic cell	<http://purl.obolibrary.org/obo/CL_0002010>
CL:4033066	pre-granulosa cell	<http://purl.obolibrary.org/obo/CL_4033066>
CL:0000937	pre-natural killer cell	<http://purl.obolibrary.org/obo/CL_0000937>
CL:4052010	pre-theca cell	<http://purl.obolibrary.org/obo/CL_4052010>
CL:4047030	pre-venule capillary cell	<http://purl.obolibrary.org/obo/CL_4047030>
CL:0000953	preBCR-negative large pre-B-II cell	<http://purl.obolibrary.org/obo/CL_0000953>
CL:0000952	preBCR-positive large pre-B-II cell	<http://purl.obolibrary.org/obo/CL_0000952>
CL:0002334	preadipocyte	<http://purl.obolibrary.org/obo/CL_0002334>
CL:0002580	preadipocyte of the breast	<http://purl.obolibrary.org/obo/CL_0002580>
CL:0007000	preameloblast	<http://purl.obolibrary.org/obo/CL_0007000>
CL:0007002	precementoblast	<http://purl.obolibrary.org/obo/CL_0007002>
CL:0007009	prechondroblast	<http://purl.obolibrary.org/obo/CL_0007009>
CL:0000817	precursor B cell	<http://purl.obolibrary.org/obo/CL_0000817>
CL:0011115	precursor cell	<http://purl.obolibrary.org/obo/CL_0011115>
CL:0007004	premigratory neural crest cell	<http://purl.obolibrary.org/obo/CL_0007004>
CL:0007003	preodontoblast	<http://purl.obolibrary.org/obo/CL_0007003>
CL:0007010	preosteoblast	<http://purl.obolibrary.org/obo/CL_0007010>
CL:4033065	preplasmablast	<http://purl.obolibrary.org/obo/CL_4033065>
CL:0000602	pressoreceptor cell	<http://purl.obolibrary.org/obo/CL_0000602>
CL:0000649	prickle cell	<http://purl.obolibrary.org/obo/CL_0000649>
CL:0000001	primary cultured cell	<http://purl.obolibrary.org/obo/CL_0000001>
CL:0002175	primary follicular cell of ovary	<http://purl.obolibrary.org/obo/CL_0002175>
CL:0002228	primary lens fiber	<http://purl.obolibrary.org/obo/CL_0002228>
CL:2000049	primary motor cortex pyramidal cell	<http://purl.obolibrary.org/obo/CL_2000049>
CL:0000654	primary oocyte	<http://purl.obolibrary.org/obo/CL_0000654>
CL:0002091	primary polar body	<http://purl.obolibrary.org/obo/CL_0002091>
CL:0000656	primary spermatocyte	<http://purl.obolibrary.org/obo/CL_0000656>
CL:0002497	primary trophoblast giant cell	<http://purl.obolibrary.org/obo/CL_0002497>
CL:0002249	primitive cardiac myocyte	<http://purl.obolibrary.org/obo/CL_0002249>
CL:0002417	primitive erythroid lineage cell	<http://purl.obolibrary.org/obo/CL_0002417>
CL:0002361	primitive erythroid progenitor	<http://purl.obolibrary.org/obo/CL_0002361>
CL:0002355	primitive red blood cell	<http://purl.obolibrary.org/obo/CL_0002355>
CL:0002356	primitive reticulocyte	<http://purl.obolibrary.org/obo/CL_0002356>
CL:0000670	primordial germ cell	<http://purl.obolibrary.org/obo/CL_0000670>
CL:1000315	principal gastric gland goblet cell	<http://purl.obolibrary.org/obo/CL_1000315>
CL:0000826	pro-B cell	<http://purl.obolibrary.org/obo/CL_0000826>
CL:0000825	pro-NK cell	<http://purl.obolibrary.org/obo/CL_0000825>
CL:0000827	pro-T cell	<http://purl.obolibrary.org/obo/CL_0000827>
CL:4042033	pro-opiomelanocortin neuron	<http://purl.obolibrary.org/obo/CL_4042033>
CL:0000547	proerythroblast	<http://purl.obolibrary.org/obo/CL_0000547>
CL:0000145	professional antigen presenting cell	<http://purl.obolibrary.org/obo/CL_0000145>
CL:0011026	progenitor cell	<http://purl.obolibrary.org/obo/CL_0011026>
CL:0002351	progenitor cell of endocrine pancreas	<http://purl.obolibrary.org/obo/CL_0002351>
CL:0009116	progenitor cell of mammary luminal epithelium	<http://purl.obolibrary.org/obo/CL_0009116>
CL:0000179	progesterone secreting cell	<http://purl.obolibrary.org/obo/CL_0000179>
CL:0000439	prolactin secreting cell	<http://purl.obolibrary.org/obo/CL_0000439>
CL:0000559	promonocyte	<http://purl.obolibrary.org/obo/CL_0000559>
CL:0000836	promyelocyte	<http://purl.obolibrary.org/obo/CL_0000836>
CL:1000090	pronephric nephron tubule epithelial cell	<http://purl.obolibrary.org/obo/CL_1000090>
CL:4030008	pronephric podocyte	<http://purl.obolibrary.org/obo/CL_4030008>
CL:2000059	prostate gland microvascular endothelial cell	<http://purl.obolibrary.org/obo/CL_2000059>
CL:0017002	prostate neuroendocrine cell	<http://purl.obolibrary.org/obo/CL_0017002>
CL:0002339	prostate stem cell	<http://purl.obolibrary.org/obo/CL_0002339>
CL:0002622	prostate stromal cell	<http://purl.obolibrary.org/obo/CL_0002622>
CL:0000154	protein secreting cell	<http://purl.obolibrary.org/obo/CL_0000154>
CL:4042007	protoplasmic astrocyte	<http://purl.obolibrary.org/obo/CL_4042007>
CL:0000105	pseudounipolar neuron	<http://purl.obolibrary.org/obo/CL_0000105>
CL:0000322	pulmonary alveolar epithelial cell	<http://purl.obolibrary.org/obo/CL_0000322>
CL:0002062	pulmonary alveolar type 1 cell	<http://purl.obolibrary.org/obo/CL_0002062>
CL:0002063	pulmonary alveolar type 2 cell	<http://purl.obolibrary.org/obo/CL_0002063>
CL:1001568	pulmonary artery endothelial cell	<http://purl.obolibrary.org/obo/CL_1001568>
CL:4028001	pulmonary capillary endothelial cell	<http://purl.obolibrary.org/obo/CL_4028001>
CL:0002241	pulmonary interstitial fibroblast	<http://purl.obolibrary.org/obo/CL_0002241>
CL:0017000	pulmonary ionocyte	<http://purl.obolibrary.org/obo/CL_0017000>
CL:1000223	pulmonary neuroendocrine cell	<http://purl.obolibrary.org/obo/CL_1000223>
CL:4023018	pvalb GABAergic cortical interneuron	<http://purl.obolibrary.org/obo/CL_4023018>
CL:1000323	pyloric gastric gland goblet cell	<http://purl.obolibrary.org/obo/CL_1000323>
CL:0000598	pyramidal neuron	<http://purl.obolibrary.org/obo/CL_0000598>
CL:0002358	pyrenocyte	<http://purl.obolibrary.org/obo/CL_0002358>
CL:0008012	quiescent skeletal muscle satellite cell	<http://purl.obolibrary.org/obo/CL_0008012>
CL:0000681	radial glial cell	<http://purl.obolibrary.org/obo/CL_0000681>
CL:0002610	raphe nuclei neuron	<http://purl.obolibrary.org/obo/CL_0002610>
CL:0009083	rearranging double negative thymocyte (Homo sapiens)	<http://purl.obolibrary.org/obo/CL_0009083>
CL:1001595	rectum glandular cell	<http://purl.obolibrary.org/obo/CL_1001595>
CL:0004231	recurving diffuse amacrine cell	<http://purl.obolibrary.org/obo/CL_0004231>
CL:0002210	red muscle cell	<http://purl.obolibrary.org/obo/CL_0002210>
CL:0000497	red sensitive photoreceptor cell	<http://purl.obolibrary.org/obo/CL_0000497>
CL:4032001	reelin GABAergic cortical interneuron	<http://purl.obolibrary.org/obo/CL_4032001>
CL:0002129	regular atrial cardiac myocyte	<http://purl.obolibrary.org/obo/CL_0002129>
CL:0002098	regular cardiac myocyte	<http://purl.obolibrary.org/obo/CL_0002098>
CL:0002130	regular interatrial cardiac myocyte	<http://purl.obolibrary.org/obo/CL_0002130>
CL:0002100	regular interventricular cardiac myocyte	<http://purl.obolibrary.org/obo/CL_0002100>
CL:0002131	regular ventricular cardiac myocyte	<http://purl.obolibrary.org/obo/CL_0002131>
CL:0000969	regulatory B cell	<http://purl.obolibrary.org/obo/CL_0000969>
CL:0000815	regulatory T cell	<http://purl.obolibrary.org/obo/CL_0000815>
CL:0005011	renal alpha-intercalated cell	<http://purl.obolibrary.org/obo/CL_0005011>
CL:0002201	renal beta-intercalated cell	<http://purl.obolibrary.org/obo/CL_0002201>
CL:0002584	renal cortical epithelial cell	<http://purl.obolibrary.org/obo/CL_0002584>
CL:4030025	renal cortical fibroblast	<http://purl.obolibrary.org/obo/CL_4030025>
CL:0002522	renal filtration cell	<http://purl.obolibrary.org/obo/CL_0002522>
CL:0005010	renal intercalated cell	<http://purl.obolibrary.org/obo/CL_0005010>
CL:1001318	renal interstitial pericyte	<http://purl.obolibrary.org/obo/CL_1001318>
CL:4030022	renal medullary fibroblast	<http://purl.obolibrary.org/obo/CL_4030022>
CL:0005009	renal principal cell	<http://purl.obolibrary.org/obo/CL_0005009>
CL:4052031	respiratory airway secretory cell	<http://purl.obolibrary.org/obo/CL_4052031>
CL:0002633	respiratory basal cell	<http://purl.obolibrary.org/obo/CL_0002633>
CL:0002368	respiratory tract epithelial cell	<http://purl.obolibrary.org/obo/CL_0002368>
CL:0002370	respiratory tract goblet cell	<http://purl.obolibrary.org/obo/CL_0002370>
CL:4030023	respiratory tract hillock cell	<http://purl.obolibrary.org/obo/CL_4030023>
CL:4030034	respiratory tract multiciliated cell	<http://purl.obolibrary.org/obo/CL_4030034>
CL:4033048	respiratory tract suprabasal cell	<http://purl.obolibrary.org/obo/CL_4033048>
CL:0002427	resting double-positive thymocyte	<http://purl.obolibrary.org/obo/CL_0002427>
CL:0000432	reticular cell	<http://purl.obolibrary.org/obo/CL_0000432>
CL:1000489	reticular cell of splenic cord	<http://purl.obolibrary.org/obo/CL_1000489>
CL:0000558	reticulocyte	<http://purl.obolibrary.org/obo/CL_0000558>
CL:4023107	reticulospinal neuron	<http://purl.obolibrary.org/obo/CL_4023107>
CL:0000745	retina horizontal cell	<http://purl.obolibrary.org/obo/CL_0000745>
CL:4033015	retinal astrocyte	<http://purl.obolibrary.org/obo/CL_4033015>
CL:0000748	retinal bipolar neuron	<http://purl.obolibrary.org/obo/CL_0000748>
CL:0002585	retinal blood vessel endothelial cell	<http://purl.obolibrary.org/obo/CL_0002585>
CL:0009004	retinal cell	<http://purl.obolibrary.org/obo/CL_0009004>
CL:0000573	retinal cone cell	<http://purl.obolibrary.org/obo/CL_0000573>
CL:0000740	retinal ganglion cell	<http://purl.obolibrary.org/obo/CL_0000740>
CL:0004117	retinal ganglion cell A	<http://purl.obolibrary.org/obo/CL_0004117>
CL:0004120	retinal ganglion cell A1	<http://purl.obolibrary.org/obo/CL_0004120>
CL:0004138	retinal ganglion cell A2	<http://purl.obolibrary.org/obo/CL_0004138>
CL:0004137	retinal ganglion cell A2 inner	<http://purl.obolibrary.org/obo/CL_0004137>
CL:0004139	retinal ganglion cell A2 outer	<http://purl.obolibrary.org/obo/CL_0004139>
CL:0004115	retinal ganglion cell B	<http://purl.obolibrary.org/obo/CL_0004115>
CL:0004119	retinal ganglion cell B1	<http://purl.obolibrary.org/obo/CL_0004119>
CL:0004121	retinal ganglion cell B2	<http://purl.obolibrary.org/obo/CL_0004121>
CL:0004183	retinal ganglion cell B3	<http://purl.obolibrary.org/obo/CL_0004183>
CL:0003018	retinal ganglion cell B3 inner	<http://purl.obolibrary.org/obo/CL_0003018>
CL:0003017	retinal ganglion cell B3 outer	<http://purl.obolibrary.org/obo/CL_0003017>
CL:0004116	retinal ganglion cell C	<http://purl.obolibrary.org/obo/CL_0004116>
CL:0003024	retinal ganglion cell C inner	<http://purl.obolibrary.org/obo/CL_0003024>
CL:0003020	retinal ganglion cell C outer	<http://purl.obolibrary.org/obo/CL_0003020>
CL:0004124	retinal ganglion cell C1	<http://purl.obolibrary.org/obo/CL_0004124>
CL:0004125	retinal ganglion cell C2 inner	<http://purl.obolibrary.org/obo/CL_0004125>
CL:0004126	retinal ganglion cell C2 outer	<http://purl.obolibrary.org/obo/CL_0004126>
CL:0003025	retinal ganglion cell C3	<http://purl.obolibrary.org/obo/CL_0003025>
CL:0003021	retinal ganglion cell C4	<http://purl.obolibrary.org/obo/CL_0003021>
CL:0003022	retinal ganglion cell C5	<http://purl.obolibrary.org/obo/CL_0003022>
CL:0003023	retinal ganglion cell C6	<http://purl.obolibrary.org/obo/CL_0003023>
CL:0003026	retinal ganglion cell D1	<http://purl.obolibrary.org/obo/CL_0003026>
CL:0003027	retinal ganglion cell D2	<http://purl.obolibrary.org/obo/CL_0003027>
CL:0002485	retinal melanocyte	<http://purl.obolibrary.org/obo/CL_0002485>
CL:0002586	retinal pigment epithelial cell	<http://purl.obolibrary.org/obo/CL_0002586>
CL:0002672	retinal progenitor cell	<http://purl.obolibrary.org/obo/CL_0002672>
CL:0000604	retinal rod cell	<http://purl.obolibrary.org/obo/CL_0000604>
CL:4023129	retinoblast	<http://purl.obolibrary.org/obo/CL_4023129>
CL:1000001	retrotrapezoid nucleus neuron	<http://purl.obolibrary.org/obo/CL_1000001>
CL:0000751	rod bipolar cell	<http://purl.obolibrary.org/obo/CL_0000751>
CL:0008027	rod bipolar cell (sensu Mus)	<http://purl.obolibrary.org/obo/CL_0008027>
CL:0008032	rosehip neuron	<http://purl.obolibrary.org/obo/CL_0008032>
CL:4023128	rostral periventricular region of the third ventricle KNDy neuron	<http://purl.obolibrary.org/obo/CL_4023128>
CL:0009005	salivary gland cell	<http://purl.obolibrary.org/obo/CL_0009005>
CL:1001596	salivary gland glandular cell	<http://purl.obolibrary.org/obo/CL_1001596>
CL:0000347	scleral cell	<http://purl.obolibrary.org/obo/CL_0000347>
CL:0000489	scotopic photoreceptor cell	<http://purl.obolibrary.org/obo/CL_0000489>
CL:0000419	seam cell	<http://purl.obolibrary.org/obo/CL_0000419>
CL:2000021	sebaceous gland cell	<http://purl.obolibrary.org/obo/CL_2000021>
CL:0000317	sebocyte	<http://purl.obolibrary.org/obo/CL_0000317>
CL:4033016	secondary crest myofibroblast	<http://purl.obolibrary.org/obo/CL_4033016>
CL:0002176	secondary follicular cell of ovary	<http://purl.obolibrary.org/obo/CL_0002176>
CL:0002225	secondary lens fiber	<http://purl.obolibrary.org/obo/CL_0002225>
CL:0000867	secondary lymphoid organ macrophage	<http://purl.obolibrary.org/obo/CL_0000867>
CL:0000655	secondary oocyte	<http://purl.obolibrary.org/obo/CL_0000655>
CL:0002093	secondary polar body	<http://purl.obolibrary.org/obo/CL_0002093>
CL:0000657	secondary spermatocyte	<http://purl.obolibrary.org/obo/CL_0000657>
CL:0002498	secondary trophoblast giant cell	<http://purl.obolibrary.org/obo/CL_0002498>
CL:0000480	secretin stimulating hormone secreting cell	<http://purl.obolibrary.org/obo/CL_0000480>
CL:0000151	secretory cell	<http://purl.obolibrary.org/obo/CL_0000151>
CL:1100001	secretory epithelial cell	<http://purl.obolibrary.org/obo/CL_1100001>
CL:4047032	secretory pericyte	<http://purl.obolibrary.org/obo/CL_4047032>
CL:0011114	segmented neutrophil of bone marrow	<http://purl.obolibrary.org/obo/CL_0011114>
CL:1001597	seminal vesicle glandular cell	<http://purl.obolibrary.org/obo/CL_1001597>
CL:0002625	seminiferous tubule epithelial cell	<http://purl.obolibrary.org/obo/CL_0002625>
CL:0000098	sensory epithelial cell	<http://purl.obolibrary.org/obo/CL_0000098>
CL:0000855	sensory hair cell	<http://purl.obolibrary.org/obo/CL_0000855>
CL:0000101	sensory neuron	<http://purl.obolibrary.org/obo/CL_0000101>
CL:1001451	sensory neuron of dorsal root ganglion	<http://purl.obolibrary.org/obo/CL_1001451>
CL:0009000	sensory neuron of spinal nerve	<http://purl.obolibrary.org/obo/CL_0009000>
CL:0000379	sensory processing neuron	<http://purl.obolibrary.org/obo/CL_0000379>
CL:0000197	sensory receptor cell	<http://purl.obolibrary.org/obo/CL_0000197>
CL:0000159	seromucus secreting cell	<http://purl.obolibrary.org/obo/CL_0000159>
CL:0000850	serotonergic neuron	<http://purl.obolibrary.org/obo/CL_0000850>
CL:0000458	serotonin secreting cell	<http://purl.obolibrary.org/obo/CL_0000458>
CL:1000331	serous cell of epithelium of bronchus	<http://purl.obolibrary.org/obo/CL_1000331>
CL:1000333	serous cell of epithelium of lobular bronchiole	<http://purl.obolibrary.org/obo/CL_1000333>
CL:1000332	serous cell of epithelium of terminal bronchiole	<http://purl.obolibrary.org/obo/CL_1000332>
CL:1000330	serous cell of epithelium of trachea	<http://purl.obolibrary.org/obo/CL_1000330>
CL:0000313	serous secreting cell	<http://purl.obolibrary.org/obo/CL_0000313>
CL:4033005	serous secreting cell of bronchus submucosal gland	<http://purl.obolibrary.org/obo/CL_4033005>
CL:0000618	sheath cell	<http://purl.obolibrary.org/obo/CL_0000618>
CL:0000367	sheath cell (sensu Nematoda)	<http://purl.obolibrary.org/obo/CL_0000367>
CL:0000975	short lived plasma cell	<http://purl.obolibrary.org/obo/CL_0000975>
CL:0002033	short term hematopoietic stem cell	<http://purl.obolibrary.org/obo/CL_0002033>
CL:0000146	simple columnar epithelial cell	<http://purl.obolibrary.org/obo/CL_0000146>
CL:0005013	single ciliated epithelial cell	<http://purl.obolibrary.org/obo/CL_0005013>
CL:0000035	single fate stem cell	<http://purl.obolibrary.org/obo/CL_0000035>
CL:0000226	single nucleate cell	<http://purl.obolibrary.org/obo/CL_0000226>
CL:0008002	skeletal muscle fiber	<http://purl.obolibrary.org/obo/CL_0008002>
CL:0011027	skeletal muscle fibroblast	<http://purl.obolibrary.org/obo/CL_0011027>
CL:0000515	skeletal muscle myoblast	<http://purl.obolibrary.org/obo/CL_0000515>
CL:0000594	skeletal muscle satellite cell	<http://purl.obolibrary.org/obo/CL_0000594>
CL:0008020	skeletal muscle satellite myogenic cell	<http://purl.obolibrary.org/obo/CL_0008020>
CL:0008011	skeletal muscle satellite stem cell	<http://purl.obolibrary.org/obo/CL_0008011>
CL:2000077	skeletal muscle tissue of pectoralis major striated muscle cell	<http://purl.obolibrary.org/obo/CL_2000077>
CL:0007001	skeletogenic cell	<http://purl.obolibrary.org/obo/CL_0007001>
CL:0002620	skin fibroblast	<http://purl.obolibrary.org/obo/CL_0002620>
CL:0002140	skin sebocyte	<http://purl.obolibrary.org/obo/CL_0002140>
CL:0000189	slow muscle cell	<http://purl.obolibrary.org/obo/CL_0000189>
CL:0000857	slow muscle myoblast	<http://purl.obolibrary.org/obo/CL_0000857>
CL:0000544	slowly adapting mechanoreceptor cell	<http://purl.obolibrary.org/obo/CL_0000544>
CL:4023090	small basket cell	<http://purl.obolibrary.org/obo/CL_4023090>
CL:4033053	small bistratified retinal ganglion cell	<http://purl.obolibrary.org/obo/CL_4033053>
CL:4047051	small intestine BEST4+ enterocyte	<http://purl.obolibrary.org/obo/CL_4047051>
CL:0009023	small intestine Peyer's patch T cell	<http://purl.obolibrary.org/obo/CL_0009023>
CL:1000495	small intestine goblet cell	<http://purl.obolibrary.org/obo/CL_1000495>
CL:1001598	small intestine secretory cell	<http://purl.obolibrary.org/obo/CL_1001598>
CL:0002466	small intestine serosal dendritic cell	<http://purl.obolibrary.org/obo/CL_0002466>
CL:0000590	small luteal cell	<http://purl.obolibrary.org/obo/CL_0000590>
CL:0000954	small pre-B-II cell	<http://purl.obolibrary.org/obo/CL_0000954>
CL:0000192	smooth muscle cell	<http://purl.obolibrary.org/obo/CL_0000192>
CL:0000892	smooth muscle cell derived foam cell	<http://purl.obolibrary.org/obo/CL_0000892>
CL:0000027	smooth muscle cell neural crest derived	<http://purl.obolibrary.org/obo/CL_0000027>
CL:0009052	smooth muscle cell of anorectum	<http://purl.obolibrary.org/obo/CL_0009052>
CL:0002597	smooth muscle cell of bladder	<http://purl.obolibrary.org/obo/CL_0002597>
CL:1000281	smooth muscle cell of cecum	<http://purl.obolibrary.org/obo/CL_1000281>
CL:1000280	smooth muscle cell of colon	<http://purl.obolibrary.org/obo/CL_1000280>
CL:0009049	smooth muscle cell of high endothelial venule of lymph node	<http://purl.obolibrary.org/obo/CL_0009049>
CL:1000279	smooth muscle cell of large intestine	<http://purl.obolibrary.org/obo/CL_1000279>
CL:4033011	smooth muscle cell of large intestine smooth muscle circular layer	<http://purl.obolibrary.org/obo/CL_4033011>
CL:4033012	smooth muscle cell of large intestine smooth muscle longitudinal layer	<http://purl.obolibrary.org/obo/CL_4033012>
CL:0009093	smooth muscle cell of placenta	<http://purl.obolibrary.org/obo/CL_0009093>
CL:1000487	smooth muscle cell of prostate	<http://purl.obolibrary.org/obo/CL_1000487>
CL:1000286	smooth muscle cell of rectum	<http://purl.obolibrary.org/obo/CL_1000286>
CL:1000285	smooth muscle cell of sigmoid colon	<http://purl.obolibrary.org/obo/CL_1000285>
CL:1000275	smooth muscle cell of small intestine	<http://purl.obolibrary.org/obo/CL_1000275>
CL:0002243	smooth muscle cell of sphincter of pupil	<http://purl.obolibrary.org/obo/CL_0002243>
CL:4047034	smooth muscle cell of stomach	<http://purl.obolibrary.org/obo/CL_4047034>
CL:4033004	smooth muscle cell of taenia coli	<http://purl.obolibrary.org/obo/CL_4033004>
