Permissible Values	Label	NCIT	ICD10CM	ICD9	ICD-O_3.1
MONDO:0021517	benign neoplasm of trachea	NCIT:C3602			
MONDO:0021518	benign neoplasm of hard palate	NCIT:C4403			
MONDO:0021520	benign neoplasm of floor of mouth	NCIT:C3593			
MONDO:0021521	benign neoplasm of mediastinum	NCIT:C3604			
MONDO:0021522	benign neoplasm of lower jaw bone	NCIT:C34417			
MONDO:0021523	benign neoplasm of pharynx	NCIT:C3597			
MONDO:0021524	benign neoplasm of buccal mucosa	NCIT:C4406			
MONDO:0021525	benign neoplasm of corpus uteri	NCIT:C3608			
MONDO:0021527	benign neoplasm of meninges	NCIT:C4957	ICD10CM:D32		
MONDO:0021528	benign neoplasm of male breast	NCIT:C4620			
MONDO:0021529	benign neoplasm of chest wall	NCIT:C8529			
MONDO:0021530	benign neoplasm of subglottis	NCIT:C4427			
MONDO:0021531	fibroma of lung	NCIT:C5658			
MONDO:0021532	fibroma of prostate	NCIT:C3972			
MONDO:0021533	intestinal neuroendocrine tumor G1	NCIT:C4637			
MONDO:0021534	rectal neuroendocrine tumor G1	NCIT:C5547			
MONDO:0021535	pancreatic neuroendocrine tumor G1	NCIT:C95584			
MONDO:0021537	undifferentiated carcinoma of nasopharynx	NCIT:C8023			
MONDO:0021538	verrucous carcinoma of oral cavity	NCIT:C8174			
MONDO:0021539	hamartoma of skin appendage	NCIT:C5562			
MONDO:0021540	hamartoma of lung	NCIT:C3497			
MONDO:0021541	hemangioma of retina	NCIT:C3634			
MONDO:0021542	hemangioma of choroid	NCIT:C4562			
MONDO:0021543	hemangioma of gingiva	NCIT:C4831			
MONDO:0021545	myomatous neoplasm	NCIT:C4063			889-892
MONDO:0021546	ependymal tumor of spinal cord	NCIT:C131526			
MONDO:0021559	non-autoimmune hemolytic anemia	NCIT:C34853			
MONDO:0021562	omphalitis	NCIT:C116008			
MONDO:0021569	Emery-Dreifuss muscular dystrophy 2, autosomal dominant	NCIT:C126745			
MONDO:0021576	fallopian tube endometrioid tumor	NCIT:C40111			
MONDO:0021578	sternal neoplasm	NCIT:C6730			
MONDO:0021582	lentigo	NCIT:C3159			
MONDO:0021583	melanocytic skin neoplasm	NCIT:C7161			
MONDO:0021588	eyelid sebaceous gland carcinoma	NCIT:C134831			
MONDO:0021605	benign eyelid neoplasm	NCIT:C4354			
MONDO:0021607	eyelid seborrheic keratosis	NCIT:C4356			
MONDO:0021627	eyelid capillary hemangioma	NCIT:C4357			
MONDO:0021629	uterine ligament neoplasm	NCIT:C40133			
MONDO:0021631	brain astrocytoma	NCIT:C60780			
MONDO:0021632	primary brain neoplasm	NCIT:C170814			
MONDO:0021633	cerebral astrocytoma	NCIT:C4951			
MONDO:0021634	epithelial skin neoplasm	NCIT:C7342			
MONDO:0021636	astrocytic tumor	NCIT:C6958			9400/3
MONDO:0021637	low grade glioma	NCIT:C132067			
MONDO:0021638	low grade astrocytic tumor	NCIT:C116342			
MONDO:0021639	grade II glioma	NCIT:C132505			
MONDO:0021640	grade III glioma	NCIT:C127816			
MONDO:0021650	uterine corpus neuroendocrine neoplasm	NCIT:C126771			
MONDO:0021651	synpolydactyly	NCIT:C125597			
MONDO:0021652	diffuse type adenocarcinoma	NCIT:C4127			8145/3
MONDO:0021656	nongerminomatous germ cell tumor	NCIT:C121619			9065/3
MONDO:0021657	ovarian sex cord-stromal tumor	NCIT:C4862			8590/1
MONDO:0021658	vascular ectasia	NCIT:C45481			
MONDO:0021659	combined carcinoid and adenocarcinoma	NCIT:C4139			8244/3
MONDO:0021660	deep seated dermatophytosis	NCIT:C35073			
MONDO:0021661	coronary atherosclerosis	NCIT:C35505			
MONDO:0021662	bile duct neoplasm	NCIT:C2898			
MONDO:0021663	sarcomatoid squamous cell carcinoma	NCIT:C27084			8074/3
MONDO:0021666	ear infection	NCIT:C27193			
MONDO:0021680	streptococcal infection	NCIT:C87062			
MONDO:0021681	sexually transmitted disease	NCIT:C3365			
MONDO:0021718	polyneuritis	NCIT:C26864			
MONDO:0021726	abdominal cystic lymphangioma	NCIT:C27508			
MONDO:0021736	proctosigmoiditis	NCIT:C34950			
MONDO:0021750	pyonephrosis	NCIT:C123032			
MONDO:0021765	radiculitis	NCIT:C78581			
MONDO:0021777	acute rheumatic heart disease	NCIT:C34985			
MONDO:0021783	streptococcal sore throat	NCIT:C116003			
MONDO:0021804	silicotuberculosis			ICD9:502	
MONDO:0021812	adnexal spiradenoma/cylindroma of a sweat gland	NCIT:C27094			8200/0
MONDO:0021879	small cell variant anaplastic large cell lymphoma	NCIT:C7208			
MONDO:0021895	temporomandibular joint dysfunction syndrome	NCIT:C35066			
MONDO:0021902	aortopulmonary window	NCIT:C101050			
MONDO:0021915	arakawa syndrome 2	NCIT:C99081			
MONDO:0021925	tracheobronchitis	NCIT:C122784			
MONDO:0021929	traumatic myositis ossificans	NCIT:C35081			
MONDO:0021932	infection by Trypanosoma gambiense	NCIT:C35084			
MONDO:0021941	infection by Trypanosoma rhodesiense	NCIT:C35085			
MONDO:0021944	auditory neuropathy	NCIT:C116364			
MONDO:0021945	hearing disorder	NCIT:C3078			
MONDO:0021953	tuberculous fibrosis of lung	NCIT:C35088			
MONDO:0021960	ureteritis	NCIT:C78666			
MONDO:0021977	basaloid follicular hamartoma	NCIT:C4749			
MONDO:0022022	bowenoid papulosis	NCIT:C8374			
MONDO:0022057	calcifying epithelial odontogenic tumor	NCIT:C54301			9340/0
MONDO:0022096	pyogenic granuloma	NCIT:C3480			
MONDO:0022103	chronic prostatitis	NCIT:C26930			
MONDO:0022174	chromosome 12p deletion	NCIT:C36410			
MONDO:0022180	chromosome 16 trisomy	NCIT:C37866			
MONDO:0022208	crystal arthropathy			ICD9:712	
MONDO:0022220	Parinaud syndrome	NCIT:C54102			
MONDO:0022293	vascular disorder of penis	NCIT:C35218			
MONDO:0022308	corticobasal degeneration disorder	NCIT:C129069			
MONDO:0022394	cervical intraepithelial neoplasia	NCIT:C3782			
MONDO:0022430	persistent fetal circulation syndrome	NCIT:C85006			
MONDO:0022435	Mauriac syndrome	NCIT:C130997			
MONDO:0022538	leukoplakia of gingiva	NCIT:C3881			
MONDO:0022578	childhood bladder carcinoma	NCIT:C118816			
MONDO:0022642	childhood carcinoid tumor	NCIT:C118810			
MONDO:0022687	cerebellar degeneration	NCIT:C84624			
MONDO:0022697	athetoid cerebral palsy	NCIT:C97169			
MONDO:0022735	choroid plexus cyst	NCIT:C4351			
MONDO:0022745	mixed dust pneumoconiosis			ICD9:504	
MONDO:0022749	non-neoplastic nevus	NCIT:C3937			
MONDO:0022754	chromosome 17p deletion	NCIT:C36499			
MONDO:0022757	chromosome 20 trisomy	NCIT:C36397			
MONDO:0022772	classic Kaposi sarcoma	NCIT:C9112			
MONDO:0022794	obsolete chromosome 8 deletion	NCIT:C36535			
MONDO:0022859	cor biloculare	NCIT:C124591			
MONDO:0022963	desmoplastic infantile astrocytoma	NCIT:C9476			9412/1
MONDO:0022965	desmoplastic infantile ganglioglioma	NCIT:C4738			9412/1
MONDO:0022986	diffuse idiopathic pulmonary neuroendocrine cell hyperplasia	NCIT:C7437			
MONDO:0022993	dipsogenic diabetes insipidus	NCIT:C129735			
MONDO:0023023	neonatal dacryocystitis	NCIT:C116819			
MONDO:0023054	klumpke's paralysis	NCIT:C116724			
MONDO:0023089	erythroplakia	NCIT:C3025			
MONDO:0023122	familial prostate carcinoma	NCIT:C103817			
MONDO:0023153	tuberculous ascites	NCIT:C27076			
MONDO:0023161	viral myocarditis	NCIT:C128381			
MONDO:0023164	viral pericarditis	NCIT:C128405			
MONDO:0023206	functional pancreatic neuroendocrine tumor	NCIT:C45840			
MONDO:0023232	giant cell myocarditis	NCIT:C97055			
MONDO:0023273	pigmented dermatofibrosarcoma protuberans	NCIT:C9430			8833/3
MONDO:0023283	ovarian granulosa cell tumor	NCIT:C6261			
MONDO:0023286	graphite pneumoconiosis			ICD9:503	
MONDO:0023415	congenital candidiasis	NCIT:C116811			
MONDO:0023483	infectious myositis	NCIT:C26984			
MONDO:0023528	KSHV inflammatory cytokine syndrome	NCIT:C125711			
MONDO:0023554	acquired testicular failure	NCIT:C131091			
MONDO:0023557	infective vaginitis	NCIT:C84353			
MONDO:0023595	congenital myotonic dystrophy	NCIT:C123308			
MONDO:0023597	laryngeal papillomatosis	NCIT:C157733			
MONDO:0023599	mesomelic dysplasia	NCIT:C121156			
MONDO:0023601	non-classic congenital adrenal hyperplasia	NCIT:C131442			
MONDO:0023603	hereditary disorder of connective tissue	NCIT:C97075			
MONDO:0023619	lentigo maligna melanoma	NCIT:C9151			8742/3
MONDO:0023628	levator syndrome	NCIT:C113615			
MONDO:0023644	lip and oral cavity carcinoma	NCIT:C9315			
MONDO:0023650	littoral cell angioma of the spleen	NCIT:C200524			
MONDO:0023682	tympanic paraganglioma	NCIT:C8428			
MONDO:0023726	mediastinal yolk sac tumor	NCIT:C6443			
MONDO:0023865	corneal infection	NCIT:C83813			
MONDO:0024235	Brenner tumor	NCIT:C39954			9000/0
MONDO:0024236	obsolete degenerative disorder	NCIT:C27090			
MONDO:0024237	inherited neurodegenerative disorder	NCIT:C97073			
MONDO:0024239	congenital anomaly of cardiovascular system	NCIT:C35729			
MONDO:0024240	eccrine carcinoma	NCIT:C27255			
MONDO:0024245	ductal eccrine adenocarcinoma	NCIT:C43345			
MONDO:0024246	syringofibroadenoma	NCIT:C43356			8392/0
MONDO:0024247	benign eccrine neoplasm	NCIT:C6797			
MONDO:0024249	pityriasis lichenoides	NCIT:C85013			
MONDO:0024263	neonatal aspiration syndrome	NCIT:C118312			
MONDO:0024275	amebic dysentery	NCIT:C34558			
MONDO:0024276	glandular cell neoplasm	NCIT:C7132			
MONDO:0024278	proctocolitis	NCIT:C77952			
MONDO:0024279	chronic endometritis	NCIT:C102820			
MONDO:0024280	polyarticular arthritis	NCIT:C26996			
MONDO:0024281	juvenile chronic polyarthritis	NCIT:C26979			
MONDO:0024282	mucinous ovarian cancer	NCIT:C40033			
MONDO:0024286	benign blood vessel neoplasm	NCIT:C8537			
MONDO:0024287	congenital vascular malformation	NCIT:C112117			
MONDO:0024290	enuresis	NCIT:C34588			
MONDO:0024292	gastrointestinal polyp	NCIT:C35516			
MONDO:0024296	vascular neoplasm	NCIT:C7388			
MONDO:0024298	vitamin deficiency disorder	NCIT:C35772			
MONDO:0024300	hypophosphatemic rickets	NCIT:C131449			
MONDO:0024304	ichthyosis vulgaris	NCIT:C84778			
MONDO:0024311	cancer affecting bone of limb skeleton		ICD10CM:C40		
MONDO:0024313	staphylococcal infection	NCIT:C35038			
MONDO:0024315	parasitic endophthalmitis	NCIT:C34587			
MONDO:0024316	physiological malfunction arising from mental factor	NCIT:C35186			
MONDO:0024320	inner ear neoplasm	NCIT:C39784			
MONDO:0024323	glomangiomyoma	NCIT:C4223			8713/0
MONDO:0024326	pleural adenomatoid tumor	NCIT:C4499			
MONDO:0024327	chronic renal failure syndrome	NCIT:C9438			
MONDO:0024330	infectious otitis media	NCIT:C84354			
MONDO:0024331	colorectal carcinoma	NCIT:C2955			
MONDO:0024332	perennial allergic rhinitis	NCIT:C92189			
MONDO:0024336	vulvar adenocarcinoma	NCIT:C6380			
MONDO:0024337	urothelial neoplasm	NCIT:C39852			
MONDO:0024338	mucinous neoplasm	NCIT:C7070			
MONDO:0024339	lymph node neoplasm	NCIT:C35497			
MONDO:0024340	retinal neuroblastoma	NCIT:C6956			
MONDO:0024341	retinal cell neoplasm	NCIT:C7061			
MONDO:0024352	viral respiratory tract infection	NCIT:C27219			
MONDO:0024354	cytomegalovirus pneumonia	NCIT:C35360			
MONDO:0024361	circadian rhythm sleep disorder	NCIT:C95071			
MONDO:0024386	large cell lung carcinoma, clear cell variant	NCIT:C4451			
MONDO:0024387	benign ovarian sex cord-stromal tumor	NCIT:C6803			
MONDO:0024419	enthesitis	NCIT:C114470			
MONDO:0024422	auditory perceptual disorders	NCIT:C84575			
MONDO:0024429	Alice in Wonderland syndrome	NCIT:C116362			
MONDO:0024432	nerve plexus disorder	NCIT:C27744			
MONDO:0024457	neurodegeneration with brain iron accumulation 2A	NCIT:C84927			
MONDO:0024461	angiomatosis	NCIT:C27503			
MONDO:0024467	apocrine sweat gland disorder		ICD10CM:L75		
MONDO:0024469	chondrogenic neoplasm	NCIT:C4755			
MONDO:0024470	benign chondrogenic neoplasm	NCIT:C8592			
MONDO:0024474	intraepithelial neoplasia	NCIT:C8366			
MONDO:0024475	squamous cell intraepithelial neoplasia	NCIT:C8334			
MONDO:0024477	liver and intrahepatic bile duct neoplasm	NCIT:C7103			
MONDO:0024478	mesenchymal hamartoma	NCIT:C40427			
MONDO:0024482	eccrine sweat gland hamartoma	NCIT:C5564			
MONDO:0024483	urothelial hyperplasia	NCIT:C27877			
MONDO:0024485	papillary urothelial hyperplasia	NCIT:C27879			
MONDO:0024487	nail infection	NCIT:C78493			
MONDO:0024489	general tumor grading characteristic	NCIT:C28076			
MONDO:0024491	tumor grade 1, general grading system	NCIT:C28077			
MONDO:0024492	tumor grade 2, general grading system	NCIT:C28078			
MONDO:0024493	tumor grade 3, general grading system	NCIT:C28079			
MONDO:0024494	tumor grade 4, general grading system	NCIT:C28082			
MONDO:0024496	tumor grade 2 or 3, general grading system	NCIT:C94678			
MONDO:0024497	tumor grade 3 or 4, general grading system	NCIT:C14158			
MONDO:0024499	vascular bone neoplasm	NCIT:C6478			
MONDO:0024501	appendix neuroendocrine neoplasm	NCIT:C60709			
MONDO:0024502	gallbladder neuroendocrine neoplasm	NCIT:C96917			
MONDO:0024503	digestive system neuroendocrine neoplasm	NCIT:C27721			
MONDO:0024504	enterochromaffin cell serotonin-producing pancreatic neuroendocrine tumor	NCIT:C4446			
MONDO:0024517	SMARCB1-related schwannomatosis	NCIT:C186703			
MONDO:0024537	Brown-Vialetto-van Laere syndrome 1	NCIT:C133724			
MONDO:0024538	basal ganglia calcification, idiopathic, 1	NCIT:C129973			
MONDO:0024556	epilepsy, familial focal, with variable foci 1	NCIT:C161005			
MONDO:0024557	ataxia-telangiectasia-like disorder 1	NCIT:C132224			
MONDO:0024571	AIDS-related disorder	NCIT:C4991			
MONDO:0024572	immunodeficiency-related disorder	NCIT:C35686			
MONDO:0024573	familial hypertrophic cardiomyopathy	NCIT:C84773			
MONDO:0024574	von Willebrand disease (hereditary or acquired)	NCIT:C68677			
MONDO:0024575	pregnancy disorder	NCIT:C35169			
MONDO:0024582	male reproductive system neoplasm	NCIT:C3054			
MONDO:0024583	obsolete hernia	NCIT:C34685			
MONDO:0024609	vulvar squamous cell carcinoma	NCIT:C4052			
MONDO:0024611	orbit neoplasm	NCIT:C3290			
MONDO:0024612	manic bipolar affective disorder	NCIT:C34805			
MONDO:0024613	bipolar depression	NCIT:C34424			
MONDO:0024614	neurotic depression	NCIT:C35369			
MONDO:0024615	T-cell and NK-cell neoplasm	NCIT:C27908			
MONDO:0024617	xanthogranuloma	NCIT:C27302			
MONDO:0024619	central nervous system infectious disorder	NCIT:C27582			
MONDO:0024621	serous cystadenocarcinoma	NCIT:C3778			8441/3
MONDO:0024622	thyroid gland adenocarcinoma	NCIT:C27380			
MONDO:0024623	otorhinolaryngologic disease	NCIT:C118420			
MONDO:0024633	hypertensive nephropathy	NCIT:C4757			
MONDO:0024637	malignant soft tissue neoplasm	NCIT:C4867			8800/3
MONDO:0024638	pancreatic gastrinoma	NCIT:C95596			
MONDO:0024639	gastric enterochromaffin cell serotonin-producing neuroendocrine tumor	NCIT:C27443			
MONDO:0024642	gastric neuroendocrine tumor G2	NCIT:C95880			
MONDO:0024643	myocardial disorder	NCIT:C35544			
MONDO:0024644	myocardial ischemia	NCIT:C50625			
MONDO:0024645	retroperitoneal neoplasm	NCIT:C3357			
MONDO:0024646	obsolete refractory	NCIT:C39752			
MONDO:0024647	urolithiasis	NCIT:C114688	ICD10CM:N21		
MONDO:0024648	optic tract meningioma	NCIT:C5587			
MONDO:0024649	optic tract astrocytoma	NCIT:C7533			
MONDO:0024653	skull neoplasm	NCIT:C3375			
MONDO:0024654	skull disorder	NCIT:C27655			
MONDO:0024656	colorectal lymphoma	NCIT:C96498			
MONDO:0024657	obsolete macrocystic neurilemmoma	NCIT:C5321			
MONDO:0024658	extrahepatic bile duct sarcoma	NCIT:C5029			
MONDO:0024659	colorectal Kaposi sarcoma	NCIT:C96510			
MONDO:0024660	tubular adenoma	NCIT:C4133			8211/0
MONDO:0024661	tubulovillous adenoma	NCIT:C4143			8263/0
MONDO:0024662	colorectal tubulovillous adenoma	NCIT:C5675			
MONDO:0024663	primary skin meningioma	NCIT:C5277			
MONDO:0024664	hypertension, pregnancy-induced	NCIT:C9243			
MONDO:0024665	indeterminate sex and/or pseudohermaphroditism		ICD10CM:Q56		
MONDO:0024666	benign epithelial skin neoplasm	NCIT:C7341			
MONDO:0024673	skin lymphangioma	NCIT:C27509			
MONDO:0024674	Pancoast syndrome	NCIT:C55815			
MONDO:0024675	adult kidney Wilms tumor	NCIT:C6180			
MONDO:0024676	childhood kidney Wilms tumor	NCIT:C27730			
MONDO:0024677	pancreatic insulinoma	NCIT:C95598			8151/0
MONDO:0024685	Philadelphia-positive myelogenous leukemia	NCIT:C3177			
MONDO:0024686	tenosynovial giant cell tumor, diffuse type	NCIT:C3401			
MONDO:0024711	malignant mixed epithelial stromal tumor of the kidney	NCIT:C37265			
MONDO:0024715	benign synovial neoplasm	NCIT:C3829			9040/0
MONDO:0024744	childhood choroid plexus neoplasm	NCIT:C42080			
MONDO:0024746	immature teratoma	NCIT:C4286			9080/3
MONDO:0024757	cardiovascular neoplasm	NCIT:C4784			
MONDO:0024797	adult brain stem neoplasm	NCIT:C5967			
MONDO:0024813	pulmonary sulcus neoplasm	NCIT:C27710			
MONDO:0024857	immature extragonadal teratoma	NCIT:C8884			
MONDO:0024861	mixed teratoma and seminoma	NCIT:C9010			9085/3
MONDO:0024863	small size posterior uveal melanoma	NCIT:C9089			
MONDO:0024864	medium/large size posterior uveal melanoma	NCIT:C9090			
MONDO:0024868	metastatic carcinoma in the adrenal medulla	NCIT:C9276			
MONDO:0024873	clitoral carcinoma	NCIT:C9362			
MONDO:0024878	secondary carcinoma	NCIT:C36310			
MONDO:0024879	metastatic carcinoma	NCIT:C3482			8010/6
MONDO:0024880	metastatic malignant neoplasm	NCIT:C36263			
MONDO:0024881	secondary malignant neoplasm	NCIT:C4968			
MONDO:0024882	secondary neoplasm	NCIT:C36255			8000/6
MONDO:0024883	metastatic neoplasm	NCIT:C3261			8000/6
MONDO:0024884	metastatic carcinoma in the bone	NCIT:C36082			
MONDO:0024885	malignant ovarian serous tumor	NCIT:C40025			
MONDO:0024886	serous adenofibroma	NCIT:C67090			9014/0
MONDO:0024888	mesonephric neoplasm	NCIT:C4295			911
MONDO:0024889	benign mesonephroma	NCIT:C4294			9110/0
MONDO:0024890	pineal parenchymal cell neoplasm	NCIT:C6965			9360/1
MONDO:0024892	soft tissue amyloid neoplasm	NCIT:C8323			
MONDO:0025303	anaplasmosis	NCIT:C128425			
MONDO:0025419	furunculosis	NCIT:C34629			
MONDO:0025481	obsolete zoonosis	NCIT:C35803			
MONDO:0026777	VEXAS syndrome	NCIT:C181924			
MONDO:0027026	Buschke Lowenstein tumor	NCIT:C6371			
MONDO:0027407	Kleefstra syndrome 1	NCIT:C129976			
MONDO:0027766	generalized lipodystrophy	NCIT:C131815			
MONDO:0027767	partial lipodystrophy	NCIT:C131296			
MONDO:0027772	lung colloid adenocarcinoma	NCIT:C45512			
MONDO:0028226	autosomal recessive severe congenital neutropenia	NCIT:C176624			
MONDO:0030502	tetrasomy	NCIT:C36601			
MONDO:0030604	cystic partially differentiated nephroblastoma	NCIT:C6897			8959/1
MONDO:0030705	Trichomonas prostatitis	NCIT:C35176			
MONDO:0030706	Trichomonas cystitis	NCIT:C35405			
MONDO:0030707	Trichomonas balanoposthitis	NCIT:C35406			
MONDO:0030708	Trichomonas cervicitis	NCIT:C35588			
MONDO:0031014	autoimmune gastritis	NCIT:C95752			
MONDO:0031332	Glanzmann thrombasthenia 1	NCIT:C61249			
MONDO:0032572	cardiac, facial, and digital anomalies with developmental delay	NCIT:C179868			
MONDO:0032666	epidermodysplasia verruciformis, susceptibility to, 4	NCIT:C176608			
MONDO:0032786	Noonan syndrome 11	NCIT:C177119			
MONDO:0032806	trichothiodystrophy 7, nonphotosensitive	NCIT:C173102			
MONDO:0032839	noonan syndrome 12	NCIT:C177120			
MONDO:0033669	Noonan syndrome 13	NCIT:C177121			
MONDO:0033821	fungal keratitis	NCIT:C128370			
MONDO:0033954	monoclonal mast cell activation syndrome	NCIT:C181652			
MONDO:0033980	RELA fusion-positive ependymoma	NCIT:C129351			
MONDO:0034987	intraductal tubulopapillary neoplasm of pancreas	NCIT:C95506			
MONDO:0035112	acute myeloid leukemia with BCR-ABL1	NCIT:C129785			
MONDO:0035121	myeloid/lymphoid neoplasm associated with JAK2 rearrangement	NCIT:C129853			
MONDO:0035153	male infertility due to acephalic spermatozoa		ICD10CM:N46		
MONDO:0035235	classic pyoderma gangrenosum		ICD10CM:L88		
MONDO:0035236	pustular pyoderma gangrenosum		ICD10CM:L88		
MONDO:0035237	bullous pyoderma gangrenosum		ICD10CM:L88		
MONDO:0035238	vegetative pyoderma gangrenosum		ICD10CM:L88		
MONDO:0035403	serous cystadenoma of childhood		ICD10CM:D27		
MONDO:0035404	mucinous cystadenoma of childhood		ICD10CM:D27		
MONDO:0035405	seromucinous cystadenoma of childhood		ICD10CM:D27		
MONDO:0035450	aprosencephaly	NCIT:C98824			
MONDO:0035605	B-lymphoblastic leukemia/lymphoma with recurrent genetic abnormality	NCIT:C80328			
MONDO:0035642	mixed phenotype acute leukemia with t(v;11q23.3)	NCIT:C82203			9807/3
MONDO:0035735	acquired hemophilia A	NCIT:C35345			
MONDO:0035737	acquired factor V deficiency	NCIT:C131624			
MONDO:0035738	acquired factor VII deficiency	NCIT:C131625			
MONDO:0035740	acquired factor XI deficiency	NCIT:C131627			
MONDO:0035940	B-lymphoblastic leukemia/lymphoma with t(9;22)(q34.1;q11.2)	NCIT:C80331			9812/3
MONDO:0035941	B-lymphoblastic leukemia/lymphoma with t(v;11q23.3)	NCIT:C80332			9813/3
MONDO:0035942	B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1)	NCIT:C80334			9814/3
MONDO:0035943	B-lymphoblastic leukemia/lymphoma with hyperdiploidy	NCIT:C80335			9815/3
MONDO:0035944	B-lymphoblastic leukemia/lymphoma with hypodiploidy	NCIT:C80338			
MONDO:0035945	B-lymphoblastic leukemia/lymphoma with t(5;14)(q31.1;q32.3)	NCIT:C80340			9817/3
MONDO:0036491	obsolete rare childhood malignant neoplasm	NCIT:C114451			
MONDO:0036501	refractory malignant neoplasm	NCIT:C120186			
MONDO:0036511	childhood malignant kidney neoplasm	NCIT:C123907			
MONDO:0036591	adrenal cortex neoplasm	NCIT:C2858			8370/0
MONDO:0036595	ovarian Sertoli-Leydig cell tumor	NCIT:C2880			8631/1
MONDO:0036688	rhabdomyoma	NCIT:C3358			8900/0
MONDO:0036696	spleen neoplasm	NCIT:C3383			
MONDO:0036779	axillary neoplasm	NCIT:C35749			
MONDO:0036781	benign axillary neoplasm	NCIT:C35750			
MONDO:0036870	lymphatic vessel neoplasm	NCIT:C3723			917
MONDO:0036915	benign ovarian mucinous tumor	NCIT:C40039			
MONDO:0036976	benign epithelial neoplasm	NCIT:C4092			8010/0
MONDO:0036990	benign Leydig cell tumor	NCIT:C4212			8650/0
MONDO:0037002	benign phyllodes tumor	NCIT:C4274			9020/0
MONDO:0037003	malignant phyllodes tumor	NCIT:C4275			9020/3
MONDO:0037105	lung germ cell tumor	NCIT:C45636			
MONDO:0037250	childhood testicular neoplasm	NCIT:C5053			
MONDO:0037252	thecoma	NCIT:C3405			8600/0
MONDO:0037253	ovarian thecoma	NCIT:C66989			
MONDO:0037254	transitional cell neoplasm	NCIT:C6783			
MONDO:0037255	ovarian serous tumor	NCIT:C8431			
MONDO:0037256	serous neoplasm	NCIT:C7074			
MONDO:0037735	sebaceous gland cancer	NCIT:C8409			
MONDO:0037736	infratentorial neoplasm	NCIT:C3139			
MONDO:0037737	peritoneal solitary fibrous tumor	NCIT:C126357			
MONDO:0037740	malignant central nervous system mesenchymal, non-meningothelial neoplasm	NCIT:C6758			
MONDO:0037742	endometrioid stromal and related neoplasms	NCIT:C8384			
MONDO:0037743	mediastinal soft tissue cancer	NCIT:C6642			
MONDO:0037745	fibromyxoid tumor	NCIT:C66760			8811/0
MONDO:0037746	malignant vaginal mixed epithelial and mesenchymal neoplasm	NCIT:C40276			
MONDO:0037748	hyperlipoproteinemia	NCIT:C34709			
MONDO:0037858	inherited fatty acid metabolism disorder	NCIT:C117115			
MONDO:0037939	porphyria	NCIT:C97096			
MONDO:0040673	malignant peritoneal germ cell tumor	NCIT:C136410			
MONDO:0040675	myofibroblastoma	NCIT:C49012			8825/0
MONDO:0040676	great vessel cancer	NCIT:C4575			
MONDO:0040677	invasive carcinoma	NCIT:C9480			
MONDO:0040678	infiltrating urothelial carcinoma	NCIT:C39853			
MONDO:0040679	urothelial carcinoma	NCIT:C4030			8120/3
MONDO:0040700	orbital dermoid cyst	NCIT:C4548			
MONDO:0040923	late latent syphilis	NCIT:C128371			
MONDO:0041161	obsolete endometrial hyperplasia	NCIT:C3013			
MONDO:0041447	metastatic malignant neoplasm in the colon	NCIT:C8411			
MONDO:0042233	disseminated candidiasis	NCIT:C116812			
MONDO:0042485	infective arthritis	NCIT:C26700			
MONDO:0042487	uterine cervix carcinoma in situ	NCIT:C4000			8077/2
MONDO:0042491	cervical squamous intraepithelial neoplasia	NCIT:C7346			
MONDO:0042493	gastric non-hodgkin lymphoma	NCIT:C27235			
MONDO:0042494	childhood malignant melanoma	NCIT:C131506			
MONDO:0042727	sacrococcygeal teratoma	NCIT:C99055			
MONDO:0042963	wandering spleen	NCIT:C85224			
MONDO:0042976	vitamin B deficiency	NCIT:C35129			
MONDO:0042981	aortic valve stenosis	NCIT:C50462			
MONDO:0042982	GATA2 deficiency with susceptibility to MDS/AML	NCIT:C126349			
MONDO:0042983	neurocutaneous syndrome	NCIT:C84348			
MONDO:0043103	hypothyroidism due to iodide transport defect	NCIT:C121747			
MONDO:0043209	albinism	NCIT:C84543			
MONDO:0043218	neurovascular disorder	NCIT:C117007			
MONDO:0043219	migraine with brainstem aura	NCIT:C117013			
MONDO:0043224	multi-infarct dementia	NCIT:C34522			
MONDO:0043233	exfoliative dermatitis	NCIT:C39646			
MONDO:0043240	hemophilic arthropathy	NCIT:C27039			
MONDO:0043243	leukoplakia	NCIT:C3186			
MONDO:0043247	Mallory-Weiss syndrome	NCIT:C84881			
MONDO:0043251	odontoma	NCIT:C3287			9280/0
MONDO:0043275	TORCH syndrome	NCIT:C98609			
MONDO:0043277	mosaic trisomy 6	NCIT:C36475			
MONDO:0043280	Wallerian degeneration	NCIT:C85223			
MONDO:0043287	superior vena cava syndrome	NCIT:C3396			
MONDO:0043294	linear scleroderma	NCIT:C116780			
MONDO:0043300	actinic cheilitis	NCIT:C183562			
MONDO:0043303	hyperacusis	NCIT:C116366			
MONDO:0043310	amaurosis fugax	NCIT:C84550			
MONDO:0043320	piriformis syndrome	NCIT:C85012			
MONDO:0043346	progressive transformation of germinal centers	NCIT:C38408			
MONDO:0043349	intravascular papillary endothelial hyperplasia	NCIT:C4391			
MONDO:0043355	collagenous gastritis	NCIT:C122082			
MONDO:0043358	engraftment syndrome	NCIT:C63324			
MONDO:0043370	secondary adrenal insufficiency	NCIT:C62602			
MONDO:0043377	juvenile spondyloarthropathy	NCIT:C114347			
MONDO:0043424	digestive system infectious disorder	NCIT:C35503			
