PERMITTED_VALUE	LONG_NAME	DEFINITION
9478/3	Ependymoblastoma	An aggressive malignant embryonal neoplasm arising from the central nervous system. It is characterized by the presence of multilayered rosettes formation, and increased cellularity. Symptoms include increased intracranial pressure, hydrocephalus, and focal neurological signs.
9490/0	Ganglioneuroma	A benign neuroblastic tumor of the sympathetic nervous system that occurs in childhood. Ganglioneuroma typically arises from the sympathetic trunk in the mediastinum. Histologic features include spindle cell proliferation (resembling a neurofibroma) and the presence of large ganglion cells. Common presenting features include a palpable abdominal mass, hepatomegaly, and a thoracic mass detected on routine chest X-ray.
9490/3	Ganglioneuroblastoma	A moderately malignant neoplasm composed of primitive neuroectodermal cells dispersed in myxomatous or fibrous stroma intermixed with mature ganglion cells. It may undergo transformation into a neuroblastoma. It arises from the sympathetic trunk or less frequently from the adrenal medulla, cerebral cortex, and other locations. Cervical ganglioneuroblastomas may be associated with HORNER SYNDROME and the tumor may occasionally secrete vasoactive intestinal peptide, resulting in chronic diarrhea.
9491/0	Ganglioneuromatosis	Extensive and diffuse infiltration of tissues by ganglioneuroma.
9492/0	Gangliocytoma	Gangliocytoma (WHO grade I) and Ganglioglioma (WHO grade I or II) are well differentiated, slow growing neuroepithelial neoplasms composed of neoplastic, mature ganglion cells either alone (gangliocytoma), or in combination with neoplastic glial cells (ganglioglioma). (Adapted from WHO.)
9493/0	Dysplastic Cerebellar Gangliocytoma	Dysplastic Gangliocytoma of the Cerebellum (WHO grade I), also called Lhermitte-Duclos disease, is a benign cerebellar mass, which occurs in young adults and is composed of dysplastic ganglion cells.  It is the major CNS manifestation of Cowden Disease, an autosomal dominant condition that causes a variety of hamartomas and neoplasms.(Adapted from WHO.)
9500/3	Neuroblastoma	A neuroblastic tumor characterized by the presence of neuroblastic cells, the absence of ganglion cells, and the absence of a prominent Schwannian stroma formation.
9501/0	Ciliary Body Benign Medulloepithelioma	A rare, unilateral, benign embryonal neoplasm typically presenting as a ciliary body mass during childhood. It arises from primitive medullary epithelium.
9502/0	Ciliary Body Benign Teratoid Medulloepithelioma	A rare, unilateral, benign embryonal neoplasm typically presenting as a ciliary body mass during childhood. It arises from primitive medullary epithelium and contains heterologous elements, particularly cartilage, skeletal muscle, and brain tissue.
9502/3	Ciliary Body Teratoid Medulloepithelioma	A rare, unilateral, benign or malignant embryonal neoplasm typically presenting as a ciliary body mass during childhood. It arises from primitive medullary epithelium and contains heterologous elements, particularly cartilage, skeletal muscle, and brain tissue.
9503/3	Primitive Neuroectodermal Tumor	A malignant neoplasm that originates in the neuroectoderm. The neuroectoderm constitutes the portion of the ectoderm of the early embryo that gives rise to the central and peripheral nervous systems and includes some glial cell precursors.
9505/1	Ganglioglioma	Ganglioglioma (WHO grade I or II) and Gangliocytoma (WHO grade I) are well differentiated, slow growing neuroepithelial neoplasms composed of neoplastic, mature ganglion cells either alone (gangliocytoma), or in combination with neoplastic glial cells (ganglioglioma). Some Gangliogliomas show anaplastic features in their glial component and are considered to be WHO grade III (see 'Anaplastic Ganglioglioma). There are rare cases of newly diagnosed Gangliogliomas with grade IV (Glioblastoma) changes in the glial component. (Adapted from WHO.)
9505/3	Anaplastic Ganglioglioma	Anaplastic Ganglioglioma (WHO grade III) is a neuroepithelial neoplasm composed of neoplastic, mature ganglion cells and anaplastic glial cells. These anaplastic changes in the glial component and high MIB-1 and TP53 labelling indices may indicate aggressive behavior.  However, the correlation of histological anaplasia with clinical outcome is inconsistent. (Adapted from WHO.)
9506/1	Central neurocytoma	Central Neurocytoma is an intraventricular neuronal neoplasm composed of uniform round cells with neuronal differentiation. It is typically located in the lateral ventricles in the region of the foramen of Monro.  It generally affects young adults and has a favorable prognosis. (Adapted from WHO.)
9507/0	Pacinian Neurofibroma	A neurofibroma characterized by the presence of structures which resemble Vater-Pacini corpuscles.
9508/3	Atypical Teratoid/Rhabdoid Tumor	An aggressive malignant embryonal neoplasm arising from the central nervous system.  It is composed of cells with a large eccentric nucleus, prominent nucleolus, and abundant cytoplasm.  It may be associated with loss of chromosome 22.  The vast majority of cases occur in childhood.  Symptoms include lethargy, vomiting, cranial nerve palsy, headache, and hemiplegia.
9509/1	Papillary Glioneuronal Tumor	A WHO grade I, indolent and relatively circumscribed brain tumor.  Morphologically it is characterized by the presence of astrocytes that line vascular and hyalinized pseudopapillae.  In between the pseudopapillae aggregates of neurocytes, large neurons, and ganglioid cells are present.
9510/0	Retinocytoma	A rare, unilateral or bilateral benign neoplasm that arises from the retina. There is an increased risk of malignant transformation to retinoblastoma; therefore, patients with a diagnosis of retinocytoma should be closely observed.
9510/3	Retinoblastoma	A malignant tumor that originates in the nuclear layer of the retina. As the most common primary tumor of the eye in children, retinoblastoma is still relatively uncommon, accounting for only 1% of all malignant tumors in pediatric patients. These tumors may be multifocal, bilateral, congenital, inherited, or acquired. Seventy-five percent of retinoblastomas are unilateral; 60% occur sporadically. A predisposition to retinoblastoma has been associated with 13q14 cytogenetic abnormalities. Patients with the inherited form also appear to be at increased risk for secondary nonocular malignancies such as osteosarcoma, malignant fibrous histiocytoma, and fibrosarcoma.
9511/3	Differentiated Retinoblastoma	A retinoblastoma with well differentiated features. It often produces Flexner-Wintersteiner rosettes or Homer-Wright rosettes. In some cases the tumor cells form fleurettes.
9512/3	Undifferentiated Retinoblastoma	A retinoblastoma composed of small, undifferentiated cells. It is often associated with necrotic changes.
9513/3	Diffuse Retinoblastoma	A retinoblastoma characterized by the absence of a distinct retinal mass and the presence of malignant cells diffusely infiltrating the retina. It is often confused with uveitis and endophthalmitis, resulting in delayed diagnosis of the malignancy.
9514/1	Spontaneously Regressed Retinoblastoma	An archaic term that refers to benign, non-progressive retinal lesions in patients with mutation of the RB1 gene.
9520/3	Olfactory Neurogenic Tumor	A rare, benign (olfactory neurocytoma) or malignant (olfactory neuroblastoma) neuroectodermal tumor originating from olfactory receptor cells in the nasal cavity.
9521/3	Olfactory Neurocytoma	A rare benign neuroectodermal tumor originating from olfactory receptor cells in the nasal cavity. Microscopically, it is characterized by the absence of malignant characteristics and the absence of rosettes formation.
9530/0	Meningioma	A generally slow growing tumor attached to the dura mater. It is composed of neoplastic meningothelial (arachnoidal) cells. It typically occurs in adults, often women and it has a wide range of histopathological appearances. Of the various subtypes, meningothelial, fibrous and transitional meningiomas are the most common. Most meningiomas are WHO grade I tumors, and some are WHO grade II or III tumors. Most subtypes share a common clinical behavior, although some subtypes are more likely to recur and follow a more aggressive clinical course. (Adapted from WHO)
9530/3	Anaplastic (Malignant) Meningioma	A WHO grade III meningioma characterized by the presence of malignant morphologic features, including malignant cytology and a very high mitotic index (20 or more mitoses per ten high power fields).
9531/0	Meningothelial Meningioma	A WHO grade I meningioma characterized by the presence of tumor cells that form lobules. The tumor cells are generally uniform. Whorls and psammoma bodies are usually not present.
9532/0	Fibrous Meningioma	A WHO grade I meningioma characterized by the presence of spindle cells that form bundles in a collagen matrix.
9533/0	Psammomatous Meningioma	A WHO grade I meningioma characterized by the presence of psammoma bodies that predominate over the meningeal cells.
9534/0	Angiomatous Meningioma	A WHO grade I meningioma characterized by the presence of small and medium sized vessels that predominate over the meningioma cells.
9535/0	Hemangioblastic Meningioma	An obsolete term referring to hemangiopericytoma of the central nervous system.
9537/0	Transitional Meningioma	A WHO grade I meningioma characterized by the coexistence of meningothelial cells and fibrous architectural patterns.
9538/1	Clear Cell Meningioma	A WHO grade II morphologic variant of meningioma characterized by the presence of clear glycogen-rich polygonal cells.
9538/3	Papillary Meningioma	A rare WHO grade III meningioma defined by the presence of a perivascular pseudopapillary pattern in at least part of the tumor. They are clinically aggressive. (Adapted from WHO 2000.)
9539/1	Atypical Meningioma	A WHO grade II meningioma with increased mitotic activity or three or more of the following features: increased cellularity, small cells with high nuclear to cytoplasm ratio, prominent nucleoli, uninterrupted patternless or sheet-like growth, and foci of spontaneous or geographic necrosis. (Adapted from WHO 2000.)
9539/3	Meningeal Sarcomatosis	A rare condition characterized by diffuse spread of sarcoma cells throughout the meninges. The neoplastic cells are derived from meningeal connective tissue. Clinically, this disorder may present as a fulminant pachymeningitis and/or encephalitis.
9540/0	Neurofibroma	An intraneural or extraneural neoplasm arising from nerve tissues and neural sheaths. It is composed of perineurial-like fibroblasts and Schwann cells. It usually presents as a localized cutaneous lesion and less often as a circumscribed peripheral nerve mass. Patients with neurofibromatosis type 1 present with multiple masses. Neurofibromas which arise from major nerves and plexiform neurofibromas are precursor lesions to malignant peripheral nerve sheath tumors.
9541/0	Melanotic Neurofibroma	A rare neurofibroma characterized by the presence of melanin-laden cells and the absence of atypia.
9542/3	Epithelioid Malignant Peripheral Nerve Sheath Tumor	A rare variant of malignant peripheral nerve sheath tumor composed predominantly or exclusively of epithelioid cells.
9550/0	Plexiform Neurofibroma	An elongated and multinodular neurofibroma, formed when the tumor involves either multiple trunks of a plexus or multiple fascicles of a large nerve, such as the sciatic. Some plexiform neurofibromas resemble a bag of worms, others produce a massive ropy enlargement of the nerve. (Adapted from WHO.)
9560/0	Schwannoma	A tumor of the peripheral nervous system that arises in the nerve sheath (protective covering).  It is almost always benign, but rare malignant schwannomas have been reported.
9560/1	Melanotic Schwannoma	A rare, circumscribed, non-encapsulated and grossly pigmented variant of schwannoma.  It is composed of cells with the immunophenotypic and electron microscopic features of Schwann cells which contain melanosomes and are positive for melanoma markers.
9561/3	Malignant Triton Tumor	A malignant peripheral nerve sheath tumor which shows rhabdomyosarcomatous differentiation. More than half of the patients have neurofibromatosis type 1. The prognosis is usually poor.
9562/0	Neurothekeoma	A benign neoplasm arising from nerve sheaths. It is characterized by the presence of a myxoid stroma.
9563/0	Nerve Sheath Neoplasm	A benign or malignant neoplasm arising from the perineural cells in the sheaths surrounding the nerves. Representative examples include neurofibroma, schwannoma, and malignant peripheral nerve sheath tumor.
9570/0	Neuroma	A tumor that grows from a nerve or is composed of nerve cells and nerve fibers.
9571/0	Perineurioma	A rare, benign tumor composed entirely of neoplastic perineurial cells. It may occur intraneurally or in the soft tissues.  (Adapted from WHO)
9571/3	Malignant Peripheral Nerve Sheath Tumor with Perineurial Differentiation	A malignant peripheral nerve sheath tumor mainly composed of tumor cells showing perineurial cell differentiation.
9580/0	Granular Cell Tumor	An unusual benign or malignant neoplasm characterized by the presence of neoplastic large polygonal cells with granular, eosinophilic cytoplasm which contains abundant lysosomes. It was originally thought to be a tumor originating from muscle cells and was named granular cell myoblastoma. Subsequent studies have suggested a derivation from Schwann cells. It affects females more often than males and it usually presents as a solitary mass. A minority of patients have multiple tumors. It can arise from many anatomic sites including the posterior pituitary gland, skin, oral cavity, esophagus, stomach, heart, mediastinum, and breast.
9580/3	Malignant Granular Cell Tumor	An uncommon granular cell tumor which may metastasize to other anatomic sites. Morphologic characteristics include the presence of spindling neoplastic cells, necrosis, extensive pleomorphism, prominent nucleoli, and increased mitiotic activity.
9581/3	Alveolar Soft Part Sarcoma	A rare malignant neoplasm characterized by the presence of large epithelioid cells with abundant cytoplasm forming nests and pseudoalveolar structures. The groups of the epithelioid cells are separated by thin-walled sinusoidal spaces. It occurs most often in adolescents and young adults. In adults the most common sites of involvement are the extremities, and in infants and children, the head and neck. It usually presents as a slowly growing mass and it frequently metastasizes to other anatomic sites. The most common sites of metastasis are the lungs, bone, and brain.
9582/0	Granular Cell Tumor of the Sellar Region	A generally benign intrasellar and/or suprasellar mass arising from the neurohypophysis or infundibulum.  It is composed of nests of large cells with granular, eosinophilic cytoplasm due to abundant intracytoplasmic lysosomes. It generally has a slow progression and lacks invasive growth. (Adapted from WHO)
9590/3	Lymphoma	A malignant (clonal) proliferation of B- lymphocytes or T- lymphocytes which involves the lymph nodes, bone marrow and/or extranodal sites. This category includes Non-Hodgkin lymphomas and Hodgkin lymphomas.
9591/3	Non-Hodgkin Lymphoma	Distinct from Hodgkin's lymphoma both morphologically and biologically, NHL lymphoma is characterized by the absence of Reed-Sternberg cells, can occur at any age, and usually presents as a localized or generalized lymphadenopathy associated with fever and weight loss.  The clinical course varies according to the morphologic type.  NHL is clinically classified as indolent, aggressive, or having a variable clinical course.  NHL can be of B-or T-/NK-cell lineage. --2003
9596/3	Composite Lymphoma	Coexistence of Hodgkin and non-Hodgkin lymphoma in the same anatomic site.
9597/3	Primary Cutaneous Follicle Center Lymphoma	A primary lymphoma of the skin composed of various numbers of small and large irregular neoplastic follicle center cells.  Its morphologic pattern can be nodular, diffuse, or nodular and diffuse.  It presents with solitary or grouped plaques and tumors, and it usually involves the scalp, forehead, or trunk.  It rarely involves the legs.  This type of cutaneous lymphoma tends to remain localized to the skin.
9650/3	Hodgkin Lymphoma	A lymphoma, previously known as Hodgkin's disease, characterized by the presence of large tumor cells in an abundant admixture of nonneoplastic cells. There are two distinct subtypes: nodular lymphocyte predominant Hodgkin lymphoma and classical Hodgkin lymphoma. Hodgkin lymphoma involves primarily lymph nodes.
9651/3	Lymphocyte Rich Classical Hodgkin Lymphoma	A subtype of classical Hodgkin lymphoma.  Most patients present with peripheral lymphadenopathy and limited stage disease (stage I or II).  The survival and progression free survival are slightly better than in other subtypes of classical Hodgkin lymphoma. (WHO, 2001) -- 2003
9652/3	Mixed Cellularity Classical Hodgkin Lymphoma	A subtype of classical Hodgkin lymphoma with scattered Reed-Sternberg and Hodgkin cells in a diffuse or vaguely nodular mixed inflammatory background without nodular sclerosing fibrosis. (WHO, 2008)
9659/3	Nodular Lymphocyte Predominant Hodgkin Lymphoma	A monoclonal B-cell neoplasm characterized by a nodular, or a nodular and diffuse, polymorphous proliferation of scattered large neoplastic cells known as popcorn or L&H cells; the L&H cells are CD15 negative, and rarely positive for CD30 antigen.  Patients are predominantly male, frequently in the 30-50 year age group.  Most patients present with limited stage disease (localized peripheral lymphadenopathy, stage I or II); the prognosis of patients with stage I and stage II disease is very good.  Advanced stages have an unfavorable prognosis.
9662/3	Hodgkin's Sarcoma	An obsolete term referring to a Hodgkin lymphoma that lacks inflammatory elements.
9663/3	Nodular Sclerosis Classical Hodgkin Lymphoma	A subtype of classical Hodgkin lymphoma characterized by collagen bands that surround at least one nodule, and Hodgkin and Reed-Sternberg cells with lacunar type morphology. (WHO, 2008)
9664/3	Nodular Sclerosis Classic Hodgkin Lymphoma, Cellular Phase	A nodular sclerosis Hodgkin lymphoma characterized by the presence of lacunar cells, nodular growth, and the absence of fibrosis.
9665/3	Grade 1 Nodular Sclerosis Classic Hodgkin Lymphoma	Nodular sclerosis Hodgkin lymphoma in which at least 75% of the tumor nodules contain scattered Reed-Sternberg cells. The background cellular infiltrate is lymphocytic, mixed, or fibrohistiocytic.
9667/3	Grade 2 Nodular Sclerosis Classic Hodgkin Lymphoma	Nodular sclerosis Hodgkin lymphoma in which at least 25% of the tumor nodules contain increased numbers of Reed-Sternberg cells.
9671/3	Lymphoplasmacytic Lymphoma	A clonal neoplasm of small B-lymphocytes, lymphoplasmacytoid cells, and plasma cells involving the bone marrow, lymph nodes, and the spleen. The majority of patients have a serum IgM paraprotein.
9673/1	In Situ Mantle Cell Neoplasia	A neoplastic lymphoid process characterized by the presence of cyclin D1 positive lymphoid cells, typically in the inner mantle zones of lymphoid tissue follicles, in cases that do not suggest the diagnosis of a mantle cell lymphoma. It is often found incidentally and has a low rate of progression.
9673/3	Mantle Cell Lymphoma	An aggressive, usually diffuse non-Hodgkin lymphoma composed of small to medium sized B-lymphocytes (centrocytes).  Most patients present with advanced stage disease with lymphadenopathy, hepatosplenomegaly, and bone marrow involvement.  The gastrointestinal tract is the most commonly affected extranodal site by this type of non-Hodgkin lymphoma.  The vast majority of cases express the t(11;14)(q13;q32) resulting in the rearrangement of the BCL-1 gene and the overexpression of cyclin D1 mRNA.
9678/3	Primary Effusion Lymphoma	An aggressive non-Hodgkin B-cell lymphoma composed of large cells, presenting as a serous effusion without detectable tumor masses.  It is universally associated with human herpes virus 8 (HHV-8)/Kaposi sarcoma herpes virus (KSHV) [HHV-8/KSHV].  It mostly occurs in the setting of immunodeficiency; most cases have been reported in HIV positive patients.  The most common sites of involvement are the pleural, pericardial, and peritoneal cavities.  The prognosis is extremely unfavorable.
9679/3	Mediastinal (Thymic) Large B-Cell Lymphoma	A large B-cell non-Hodgkin lymphoma arising in the mediastinum.  Morphologically it is characterized by a massive diffuse lymphocytic proliferation associated with compartmentalizing fibrosis.  Response to intensive chemotherapy, with or without radiotherapy, is usually good. (WHO, 2001)
9680/1	Epstein-Barr Virus-Positive Mucocutaneous Ulcer	A rare Epstein-Barr virus-positive B-cell lymphoproliferative disorder which presents as an ulcerative mucocutaneous lesion. It is associated with immune suppression, including age-related and drug-induced immunosuppression.
9680/3	Diffuse Large B-Cell Lymphoma, Not Otherwise Specified	A term referring to a group of diffuse large B-cell lymphomas which are biologically heterogeneous and lack definitive and accepted criteria for further subclassification.  These lymphomas have a centroblastic, immunoblastic, or anaplastic morphology.
9684/3	Immunoblastic Lymphoma	A diffuse large B-cell lymphoma characterized by the presence of immunoblasts with uniformly round-to-oval nuclei, a prominent nucleolus, and abundant cytoplasm.
9687/3	Burkitt Lymphoma	A highly aggressive lymphoma composed of monomorphic medium-sized B-cells with basophilic cytoplasm and numerous mitotic figures.  It is often associated with the presence of Epstein-Barr virus (EBV) and is commonly seen in AIDS patients.  Three morphologic variants are recognized: classical Burkitt lymphoma, Burkitt lymphoma with plasmacytoid differentiation, and atypical Burkitt/Burkitt-like lymphoma.  All cases express the MYC translocation [t(8;14)]. (WHO, 2001)
9688/3	T-Cell/Histiocyte-Rich Large B-Cell Lymphoma	A large B-cell lymphoma characterized by the presence of a limited number of scattered neoplastic large B-lymphocytes which are admixed with numerous non-neoplastic T-lymphocytes and frequently histiocytes.
9689/3	splenic marginal zone B-cell lymphoma	A B-cell non-Hodgkin lymphoma composed of small lymphocytes which surround and replace the splenic white pulp germinal centers.  It involves the spleen and splenic hilar lymph nodes, bone marrow, and often the peripheral blood.  The patients present with splenomegaly and the clinical course is indolent.  (WHO, 2001) -- 2003
9690/3	Follicular Lymphoma	A neoplasm of follicle centre B cells which has at least a partial follicular pattern.  Follicular lymphomas comprise about 35% of adult non-Hodgkin lymphomas in the U.S. and 22% worldwide.  Most patients have widespread disease at diagnosis.  Morphologically, follicular lymphomas are classified as Grade 1, Grade 2, and Grade 3, depending on the percentage of the large lymphocytes present.  The vast majority of cases (70-95%) express the BCL-2 rearrangement [t(14;18)].  Histological grade correlates with prognosis.  Grades 1 and 2 follicular lymphomas are indolent and grade 3 is more aggressive (adapted from WHO, 2001).
9691/3	Grade 2 Follicular Lymphoma	A follicular lymphoma which contains 6-15 centroblasts per 40X high-power microscopic field.
9695/1	In Situ Follicular Neoplasia	A follicular neoplasia confined to the germinal centers of the lymph nodes, without evidence of disseminated disease. It is characterized by the replacement of a germinal center by neoplastic centrocytes with uniformly intense positivity for BCL2. The surrounding mantle cuff and lymphoid architecture are intact. It has a low rate of progression to follicular lymphoma, but is often associated with prior or synchronous overt lymphoma.
9695/3	Grade 1 Follicular Lymphoma	A low-grade malignant lymphoma of predominantly follicular pattern. Follicles are of relatively uniform size and shape and the cells are usually somewhat larger than normal lymphocytes. Nuclei are irregular with prominent indentations and cytoplasm can rarely be identified. Cells exhibiting these characteristics are often called small cleaved cells.
9698/3	Grade 3 Follicular Lymphoma	A follicular lymphoma which contains more than 15 centroblasts per 40X high-power microscopic field.
9699/3	Marginal Zone Lymphoma	A usually indolent mature B-cell lymphoma, arising from the marginal zone of lymphoid tissues.  It is characterized by the presence of small to medium sized atypical lymphocytes.  It comprises three entities, according to the anatomic sites involved: extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue, which affects extranodal sites (most often stomach, lung, skin, and ocular adnexa); nodal marginal zone B-cell lymphoma, which affects lymph nodes without evidence of extranodal disease; and splenic marginal zone B-cell lymphoma, which affects the spleen and splenic hilar lymph nodes, bone marrow, and often the peripheral blood.
9700/3	Mycosis Fungoides	A peripheral (mature) T-cell lymphoma presenting in the skin with patches/plaques. It is characterized by epidermal and dermal infiltration of small to medium-sized T-cells with cerebriform nuclei.  Patients with limited disease generally have an excellent prognosis.  In the more advanced stages, the prognosis is poor. (WHO, 2001)
9701/3	Sezary Syndrome	A generalized peripheral (mature) T-cell neoplasm characterized by the presence of erythroderma, lymphadenopathy, and neoplastic, cerebriform T-lymphocytes in the blood.  Sezary syndrome is an aggressive disease. (WHO, 2001) -- 2003
9702/1	Indolent T-Cell Lymphoproliferative Disorder of the Gastrointestinal Tract	A clonal lymphoproliferative disorder affecting many sites of the gastrointestinal tract. It can be derived from either CD8 or less often CD4 positive T cells. It has an indolent clinical course.
9702/3	Peripheral T-Cell Lymphoma, Not Otherwise Specified	Aggressive nodal or extranodal mature (peripheral) T-cell lymphomas that do not belong to the better defined entities of the remainder of mature T-cell lymphomas.  This category includes the following variants: lymphoepithelioid cell variant (Lennert's lymphoma), follicular variant, and T-zone variant.
9708/3	Subcutaneous Panniculitis-Like T-Cell Lymphoma	A cytotoxic primary cutaneous T-cell lymphoma. Recent studies suggest there are at least two groups of subcutaneous panniculitis-like T-cell lymphomas, each with distinct histologic features, immunophenotypic profile, and prognosis. One group has an alpha/beta, CD8 positive phenotype, involves only subcutaneous tissues, and usually has an indolent clinical course. The second group has a gamma/delta phenotype, is CD8 negative, often co-expresses CD56, is not confined to the subcutaneous tissues, and usually has a poor prognosis. In the recent WHO-EORTC classification, the term subcutaneous panniculitis-like T-cell lymphoma is reserved for cases with an alpha/beta, CD8 positive phenotype. Cases with a gamma/delta phenotype are included in the group of cutaneous gamma/delta T-cell lymphomas.
9709/1	Primary Cutaneous CD4-Positive Small/Medium-Sized  T-Cell Lymphoproliferative Disorder	A primary cutaneous T-cell lymphoproliferative disorder.  It usually presents with a solitary plaque or tumor on the face, neck, or upper trunk.  Morphologically, it is composed of small to medium-sized CD4-positive, CD8-negative, and CD30-negative pleomorphic T-lymphocytes.  A small number of large pleomorphic T-lymphocytes may also be present.  The lymphocytic infiltrate is dermal.  Focal epidermotropism and subcutaneous involvement may be present.  The clinical behavior is almost always indolent and most patients present with localized disease.
9709/3	Cutaneous T-Cell Non-Hodgkin Lymphoma	A T-cell non-Hodgkin lymphoma arising from the skin. Representative examples include mycosis fungoides and primary cutaneous anaplastic large cell lymphoma.
9712/3	Intravascular Large B-Cell Lymphoma	A rare extranodal B-cell non-Hodgkin lymphoma, characterized by the presence of lymphoma cells exclusively in the lumina of small vessels, particularly capillaries.  This is an extremely aggressive lymphoma which responds poorly to chemotherapy.  (WHO, 2001) -- 2003
9714/3	Anaplastic Large Cell Lymphoma	A peripheral (mature) T-cell lymphoma, consisting of usually large anaplastic, CD30 positive cells.  Majority of cases are positive for the anaplastic large cell lymphoma (ALK) protein.  The most frequently seen genetic alteration is a t(2;5) translocation.  Majority of patients present with advanced disease.  The most important prognostic indicator is ALK positivity, which has been associated with a favorable prognosis. (WHO, 2001)
9715/3	Anaplastic Large Cell Lymphoma, ALK-Negative	A T-cell peripheral lymphoma morphologically indistinguishable from anaplastic large cell lymphoma, ALK-positive.  It is characterized by the absence of the translocation involving the ALK gene and lacks expression of ALK fusion protein.
9716/3	Hepatosplenic T-Cell Lymphoma	An extranodal, mature T-cell non-Hodgkin lymphoma that originates from cytotoxic T-cells, usually of gamma/delta T-cell type.  It is characterized by the presence of medium-size neoplastic lymphocytes infiltrating the hepatic sinusoids.  A similar infiltrating pattern is also present in the spleen and bone marrow that are usually involved at the time of the diagnosis.
9717/3	Intestinal T-Cell Lymphoma	A group of mature T-cell and NK-cell non-Hodgkin lymphomas that includes enteropathy-associated T-cell lymphoma, monomorphic epitheliotropic intestinal T-cell lymphoma, and intestinal T-cell lymphoma, not otherwise specified. Most of these lymphomas arise from the small intestine and a minority from the large intestine or stomach.
9718/1	Primary Cutaneous CD30-Positive T-Cell Lymphoproliferative Disorder	This entity represents a spectrum of lymphoproliferative disorders characterized by CD30 (Ki-1)-positive cutaneous T-cell infiltrates.  The two ends of the spectrum include lymphomatoid papulosis (benign end) and primary cutaneous anaplastic large cell lymphoma (malignant end).  Borderline lesions are also included in this spectrum.  (WHO, 2001)
9718/3	Primary Cutaneous Anaplastic Large Cell Lymphoma	An anaplastic large cell lymphoma limited to the skin at the time of diagnosis.  Most patients present with solitary or localized skin lesions, which may be tumors, nodules or papules.  The t(2;5) translocation that is present in many cases of systemic anaplastic large cell lymphoma, is not found in this disease. (WHO, 2001) -- 2003
9719/3	Nasal Type Extranodal NK/T-Cell Lymphoma	An aggressive, predominantly extranodal, mature T-cell non-Hodgkin lymphoma.  It is characterized by an often angiocentric and angiodestructive cellular infiltrate composed of EBV positive NK/T cells.  The nasal cavity is the commonest site of involvement.  Patients often present with midfacial destructive lesions (lethal midline granuloma).  The disease may disseminate rapidly to various anatomic sites including gastrointestinal tract, skin, testis, and cervical lymph nodes.  It is also known as angiocentric T-cell lymphoma.  The term 'polymorphic reticulosis' has been widely used to describe the morphologic changes seen in this type of lymphoma.  However, the latter term may also apply to lymphomatoid granulomatosis which is an angiocentric and angiodestructive EBV positive B-cell lymphoproliferative disorder.  -- 2003
9724/3	Systemic EBV-Positive T-Cell Lymphoproliferative Disease of Childhood	An aggressive and life-threatening, EBV-positive T-cell lymphoproliferative disorder affecting children.  It is more prevalent in Taiwan and Japan.  Clinically, it presents with acute onset of fever and generalized malaise, followed by hepatosplenomegaly and liver failure.  Morphologically it is characterized by the presence of infiltrating T-lymphocytes which are usually small and erythrophagocytosis.  Most patients have a fulminant clinical course.
9725/1	Hydroa Vacciniforme-Like Lymphoproliferative Disorder	A rare, EBV-positive cutaneous T-cell lymphoproliferative disorder, composed of CD8 positive cytotoxic T-lymphocytes.  It affects children, almost exclusively in Latin America and Asia. Patients present with papulovesicular skin lesions, clinically resembling hydroa vacciniforme, in areas of sun-exposed skin.
9726/3	Primary Cutaneous Gamma-Delta T-Cell Lymphoma	An aggressive cutaneous lymphoma of mature, activated gamma/delta T-lymphocytes.  It usually presents with disseminated plaques and nodules.  Involvement of mucosal sites is frequent.  However, involvement of lymph nodes, spleen, or bone marrow is uncommon.  Morphologically, there are three patterns of cutaneous involvement: epidermotropic, dermal, and subcutaneous.  Often, more than one pattern may co-exist in a single biopsy specimen, or may be present in different biopsy specimens from the same patient.  The lymphocytic infiltrate is composed of medium- to large-sized lymphocytes expressing CD56.  Most cases lack both CD4 and CD8, although CD8 may be present in some cases.  This group of lymphomas includes cases previously known as subcutaneous panniculitis-like T-cell lymphoma with a gamma/delta phenotype.
9727/3	Lymphoblastic Lymphoma	A lymphoma composed of immature small to medium-sized precursor lymphoid cells (lymphoblasts). It includes the B- and T-cell lymphoblastic lymphoma.
9731/3	Plasmacytoma	A malignant (clonal) proliferation of plasma cells that are cytologically and immunophenotypically identical to those of plasma cell myeloma, but manifest a localized osseous or extraosseous growth pattern. (WHO, 2001)
9732/3	Plasma Cell Myeloma	A bone marrow-based plasma cell neoplasm characterized by a serum monoclonal protein and skeletal destruction with osteolytic lesions, pathological fractures, bone pain, hypercalcemia, and anemia.  Clinical variants include non-secretory myeloma, smoldering myeloma, indolent myeloma, and plasma cell leukemia. (WHO, 2001)
9733/3	Plasma Cell Leukemia	An aggressive plasma cell neoplasm with usually short survival. It is characterized by the presence of neoplastic plasma cells in the peripheral blood. The peripheral blood plasma cells comprise more than 20% of the peripheral blood white cells. It may be the initial presentation of a plasma cell neoplasm or manifest as a terminal complication of plasma cell myeloma. Lymphadenopathy and organomegaly are frequent clinical signs, whereas bone pain and osteolytic lesions are less frequently present.
